0 1.20062 0.202623
1 1.25866 0.1561
2 1.47407 0.188862
3 1.31879 0.222957
4 1.74853 0.16421
5 1.36547 0.192253
6 1.38543 0.190158
7 1.41356 0.18126
8 1.20316 0.144886
9 1.18303 0.185646
10 1.26686 0.196167
11 1.24079 0.171023
12 1.32904 0.177176
13 1.15051 0.147996
14 0.95535 0.162678
15 1.31442 0.167034
16 1.14514 0.163008
17 1.22661 0.159171
18 1.45523 0.165469
19 1.53993 0.158031
20 1.36058 0.177466
21 1.60364 0.173687
22 1.15878 0.163229
23 1.56126 0.139221
24 1.41905 0.194033
25 1.46744 0.207798
26 1.2115 0.241525
27 1.19456 0.159286
28 1.60482 0.17809
29 1.39307 0.136631
