-9.975 0 0
-9.925 0 0
-9.875 0 0
-9.825 0 0
-9.775 0 0
-9.725 0 0
-9.675 0 0
-9.625 0 0
-9.575 0 0
-9.525 0 0
-9.475 0 0
-9.425 0 0
-9.375 0 0
-9.325 0 0
-9.275 0 0
-9.225 0 0
-9.175 0 0
-9.125 0 0
-9.075 0 0
-9.025 0 0
-8.975 0 0
-8.925 0 0
-8.875 0 0
-8.825 0 0
-8.775 0 0
-8.725 0 0
-8.675 0 0
-8.625 0 0
-8.575 0 0
-8.525 0 0
-8.475 0 0
-8.425 0 0
-8.375 0 0
-8.325 0 0
-8.275 0 0
-8.225 0 0
-8.175 0 0
-8.125 0 0
-8.075 0 0
-8.025 0 0
-7.975 0 0
-7.925 0 0
-7.875 0 0
-7.825 0 0
-7.775 0 0
-7.725 0 0
-7.675 0 0
-7.625 0 0
-7.575 0 0
-7.525 0 0
-7.475 0 0
-7.425 0 0
-7.375 0 0
-7.325 0 0
-7.275 0 0
-7.225 0 0
-7.175 0 0
-7.125 0 0
-7.075 0 0
-7.025 0 0
-6.975 0 0
-6.925 0 0
-6.875 0 0
-6.825 0 0
-6.775 0 0
-6.725 0 0
-6.675 0 0
-6.625 0 0
-6.575 0 0
-6.525 0 0
-6.475 0 0
-6.425 0 0
-6.375 0 0
-6.325 0 0
-6.275 0 0
-6.225 0 0
-6.175 0 0
-6.125 0 0
-6.075 0 0
-6.025 0 0
-5.975 0 0
-5.925 0 0
-5.875 0 0
-5.825 0 0
-5.775 0 0
-5.725 0 0
-5.675 0 0
-5.625 0 0
-5.575 0 0
-5.525 0 0
-5.475 0 0
-5.425 0 0
-5.375 0 0
-5.325 0 0
-5.275 0 0
-5.225 0 0
-5.175 0 0
-5.125 0 0
-5.075 0 0
-5.025 0 0
-4.975 0 0
-4.925 0 0
-4.875 0 0
-4.825 0 0
-4.775 0 0
-4.725 0 0
-4.675 0 0
-4.625 0 0
-4.575 0 0
-4.525 0 0
-4.475 0 0
-4.425 0 0
-4.375 0 0
-4.325 0 0
-4.275 0 0
-4.225 0 0
-4.175 0 0
-4.125 0 0
-4.075 0 0
-4.025 0 0
-3.975 0 0
-3.925 0 0
-3.875 0 0
-3.825 0 0
-3.775 0 0
-3.725 0 0
-3.675 0 0
-3.625 0 0
-3.575 0 0
-3.525 0 0
-3.475 0 0
-3.425 0 0
-3.375 0 0
-3.325 0 0
-3.275 0 0
-3.225 0 0
-3.175 0 0
-3.125 0 0
-3.075 0 0
-3.025 0 0
-2.975 0 0
-2.925 0 0
-2.875 0 0
-2.825 0 0
-2.775 8.62069e-06 8.40241e-06
-2.725 0 0
-2.675 1.72414e-05 1.15659e-05
-2.625 6.03448e-05 3.05396e-05
-2.575 0.00012931 3.42123e-05
-2.525 0.000301724 8.94851e-05
-2.475 0.000482759 0.0001053
-2.425 0.000844828 0.00012546
-2.375 0.00121552 0.000157301
-2.325 0.00239655 0.00027231
-2.275 0.00369828 0.000327013
-2.225 0.00611207 0.000419762
-2.175 0.00824138 0.000413182
-2.125 0.0125259 0.000645836
-2.075 0.0180862 0.000898365
-2.025 0.0248621 0.00112093
-1.975 0.0357328 0.00131651
-1.925 0.0461724 0.00162959
-1.875 0.0590862 0.00170795
-1.825 0.0775259 0.00204996
-1.775 0.0969655 0.0023821
-1.725 0.114698 0.00252523
-1.675 0.139526 0.00237718
-1.625 0.16431 0.00262573
-1.575 0.189836 0.0029441
-1.525 0.211793 0.00274109
-1.475 0.237966 0.00286473
-1.425 0.261905 0.00292005
-1.375 0.2795 0.00362967
-1.325 0.296362 0.00346571
-1.275 0.310095 0.00447601
-1.225 0.323612 0.00404637
-1.175 0.336302 0.00379538
-1.125 0.34006 0.00453658
-1.075 0.346078 0.00436474
-1.025 0.347578 0.00432335
-0.975 0.345888 0.00447171
-0.925 0.342034 0.00439469
-0.875 0.338129 0.00459841
-0.825 0.333034 0.00475864
-0.775 0.320052 0.00387306
-0.725 0.310034 0.00317226
-0.675 0.302698 0.00379795
-0.625 0.294526 0.0027126
-0.575 0.286526 0.00308759
-0.525 0.276612 0.00311896
-0.475 0.266052 0.00281718
-0.425 0.260155 0.00240475
-0.375 0.254853 0.00256646
-0.325 0.246957 0.00282136
-0.275 0.240595 0.00294736
-0.225 0.238612 0.00262084
-0.175 0.232595 0.00238101
-0.125 0.227983 0.00279598
-0.075 0.227552 0.00319588
-0.025 0.226793 0.00314816
0.025 0.226707 0.00270794
0.075 0.228043 0.00361663
0.125 0.229672 0.00339283
0.175 0.234879 0.0030508
0.225 0.237716 0.0033101
0.275 0.246009 0.00351439
0.325 0.247164 0.00285665
0.375 0.256164 0.00272986
0.425 0.267293 0.00292322
0.475 0.273207 0.00285087
0.525 0.282931 0.00268537
0.575 0.292888 0.003276
0.625 0.301103 0.0033362
0.675 0.309414 0.00332746
0.725 0.325405 0.00301205
0.775 0.335052 0.00296356
0.825 0.343345 0.00356028
0.875 0.352353 0.00357084
0.925 0.35781 0.00305331
0.975 0.35944 0.00248712
1.025 0.360457 0.00301363
1.075 0.362621 0.00362462
1.125 0.359302 0.0033972
1.175 0.352871 0.0036726
1.225 0.342155 0.00364517
1.275 0.329569 0.00417591
1.325 0.311724 0.00408873
1.375 0.291095 0.00399352
1.425 0.266095 0.00297725
1.475 0.241414 0.00333501
1.525 0.21325 0.00322484
1.575 0.188043 0.00264219
1.625 0.162966 0.00237364
1.675 0.140362 0.0022702
1.725 0.115164 0.00203731
1.775 0.0950259 0.00196651
1.825 0.0768534 0.00160279
1.875 0.0591379 0.00140419
1.925 0.0463879 0.00158988
1.975 0.0353103 0.00137232
2.025 0.0254655 0.000988421
2.075 0.0181466 0.00100673
2.125 0.0124741 0.000588393
2.175 0.00827586 0.000499256
2.225 0.00526724 0.000287852
2.275 0.00319828 0.000349638
2.325 0.00190517 0.000247903
2.375 0.00119828 0.000153958
2.425 0.000775862 0.000100163
2.475 0.000568966 0.000109112
2.525 0.000275862 7.74904e-05
2.575 0.000189655 5.30015e-05
2.625 3.44828e-05 1.54212e-05
2.675 4.31034e-05 2.69181e-05
2.725 8.62069e-06 8.40241e-06
2.775 8.62069e-06 8.40241e-06
2.825 0 0
2.875 0 0
2.925 0 0
2.975 0 0
3.025 0 0
3.075 0 0
3.125 0 0
3.175 0 0
3.225 0 0
3.275 0 0
3.325 0 0
3.375 0 0
3.425 0 0
3.475 0 0
3.525 0 0
3.575 0 0
3.625 0 0
3.675 0 0
3.725 0 0
3.775 0 0
3.825 0 0
3.875 0 0
3.925 0 0
3.975 0 0
4.025 0 0
4.075 0 0
4.125 0 0
4.175 0 0
4.225 0 0
4.275 0 0
4.325 0 0
4.375 0 0
4.425 0 0
4.475 0 0
4.525 0 0
4.575 0 0
4.625 0 0
4.675 0 0
4.725 0 0
4.775 0 0
4.825 0 0
4.875 0 0
4.925 0 0
4.975 0 0
5.025 0 0
5.075 0 0
5.125 0 0
5.175 0 0
5.225 0 0
5.275 0 0
5.325 0 0
5.375 0 0
5.425 0 0
5.475 0 0
5.525 0 0
5.575 0 0
5.625 0 0
5.675 0 0
5.725 0 0
5.775 0 0
5.825 0 0
5.875 0 0
5.925 0 0
5.975 0 0
6.025 0 0
6.075 0 0
6.125 0 0
6.175 0 0
6.225 0 0
6.275 0 0
6.325 0 0
6.375 0 0
6.425 0 0
6.475 0 0
6.525 0 0
6.575 0 0
6.625 0 0
6.675 0 0
6.725 0 0
6.775 0 0
6.825 0 0
6.875 0 0
6.925 0 0
6.975 0 0
7.025 0 0
7.075 0 0
7.125 0 0
7.175 0 0
7.225 0 0
7.275 0 0
7.325 0 0
7.375 0 0
7.425 0 0
7.475 0 0
7.525 0 0
7.575 0 0
7.625 0 0
7.675 0 0
7.725 0 0
7.775 0 0
7.825 0 0
7.875 0 0
7.925 0 0
7.975 0 0
8.025 0 0
8.075 0 0
8.125 0 0
8.175 0 0
8.225 0 0
8.275 0 0
8.325 0 0
8.375 0 0
8.425 0 0
8.475 0 0
8.525 0 0
8.575 0 0
8.625 0 0
8.675 0 0
8.725 0 0
8.775 0 0
8.825 0 0
8.875 0 0
8.925 0 0
8.975 0 0
9.025 0 0
9.075 0 0
9.125 0 0
9.175 0 0
9.225 0 0
9.275 0 0
9.325 0 0
9.375 0 0
9.425 0 0
9.475 0 0
9.525 0 0
9.575 0 0
9.625 0 0
9.675 0 0
9.725 0 0
9.775 0 0
9.825 0 0
9.875 0 0
9.925 0 0
9.975 0 0
