            0.5       0.882286      0.0161346
           0.55       0.831799      0.0157556
            0.6       0.655955      0.0196687
           0.65       0.550838      0.0135283
            0.7       0.455459      0.0130845
           0.75       0.373458     0.00738092
            0.8       0.297334     0.00712591
           0.85       0.243289     0.00652301
            0.9       0.190173     0.00747641
           0.95       0.174109     0.00412648
              1       0.146474     0.00499891
           1.05       0.129105     0.00488501
            1.1       0.112907     0.00407457
           1.15      0.0999856     0.00420923
            1.2      0.0892976     0.00380753
           1.25      0.0833502     0.00305435
            1.3      0.0718444     0.00209762
           1.35      0.0635436     0.00234021
            1.4      0.0595784     0.00252381
           1.45       0.055942     0.00200083
            1.5      0.0497192     0.00181924
           1.55      0.0497152     0.00202955
            1.6      0.0425558      0.0012769
           1.65      0.0398622     0.00127618
            1.7      0.0397372     0.00138015
           1.75       0.035984     0.00132488
            1.8       0.032071     0.00135746
           1.85      0.0324178     0.00117208
            1.9      0.0296002     0.00113225
           1.95      0.0291526     0.00110438
              2      0.0285348     0.00109174
